ID;Geslacht;LeeftijdOp31December;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderMatigeEnErnstigeBeperking_3;LVZonderErnstigeBeperkingen_4;LVZonderLichteMatigeErnstigeBep_5;LVZonderChronischeZiektes_6;LVZonderChrZiekExclHogeBloeddruk_7;LVZonderPsychischeKlachtenMHI5_8;LVZonderGALIBeperkingen_9;LVZonderErnstigeGALIBeperkingen_10
0;T001038;10010;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1;T001038;10010;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
2;T001038;10010;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
3;T001038;10010;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
4;T001038;10010;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
5;T001038;10010;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
6;T001038;10010;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
7;T001038;10010;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
8;T001038;10010;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
9;T001038;10010;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
10;T001038;10010;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
11;T001038;10010;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
12;T001038;10010;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
13;T001038;10010;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
14;T001038;10010;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
15;T001038;10010;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
16;T001038;10010;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
17;T001038;10010;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
18;T001038;10010;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
19;T001038;10010;MW00000;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
20;T001038;10010;MW00000;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
21;T001038;10010;MW00000;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
22;T001038;10010;MW00000;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
23;T001038;10010;MW00000;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
24;T001038;10010;MW00000;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
25;T001038;10010;MW00000;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
26;T001038;10010;MW00000;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
27;T001038;10010;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
28;T001038;10010;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
29;T001038;10010;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
30;T001038;10010;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
31;T001038;10010;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
32;T001038;10010;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
33;T001038;10010;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
34;T001038;10010;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
35;T001038;10010;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
36;T001038;10010;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
37;T001038;10010;MW00000;2018JJ00;   81.78;    63.5;    71.9;    75.6;    56.3;    43.8;    46.9;    72.9;    58.0;    76.8
38;T001038;10010;MW00000;2019JJ00;   82.05;    64.0;    72.1;    75.8;    56.2;    43.8;    46.7;    73.4;    58.2;    77.4
39;T001038;10010;MW00000;2020JJ00;   81.38;    66.2;    72.3;    75.7;    55.4;    43.6;    46.5;    73.0;    58.7;    77.5
40;T001038;10010;MW00000;2021JJ00;   81.35;    65.2;    72.9;    76.1;    54.3;    43.9;    46.7;    70.9;    58.7;    77.8
41;T001038;10010;B000150;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
42;T001038;10010;B000150;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
43;T001038;10010;B000150;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
44;T001038;10010;B000150;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
45;T001038;10010;B000150;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
46;T001038;10010;B000150;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
47;T001038;10010;B000150;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
48;T001038;10010;B000150;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
49;T001038;10010;B000150;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
50;T001038;10010;B000150;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
51;T001038;10010;B000150;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
52;T001038;10010;B000150;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
53;T001038;10010;B000150;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
54;T001038;10010;B000150;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
55;T001038;10010;B000150;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
56;T001038;10010;B000150;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
57;T001038;10010;B000150;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
58;T001038;10010;B000150;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
59;T001038;10010;B000150;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
60;T001038;10010;B000150;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
61;T001038;10010;B000150;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
62;T001038;10010;B000150;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
63;T001038;10010;B000150;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
64;T001038;10010;B000150;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
65;T001038;10010;B000150;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
66;T001038;10010;B000150;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
67;T001038;10010;B000150;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
68;T001038;10010;B000150;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
69;T001038;10010;B000150;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
70;T001038;10010;B000150;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
71;T001038;10010;B000150;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
72;T001038;10010;B000150;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
73;T001038;10010;B000150;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
74;T001038;10010;B000150;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
75;T001038;10010;B000150;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
76;T001038;10010;B000150;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
77;T001038;10010;B000150;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
78;T001038;10010;B000150;2018JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;       .;       .
79;T001038;10010;B000150;2019JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;       .;       .
80;T001038;10010;B000150;2020JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;       .;       .
81;T001038;10010;B000150;2021JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;       .;       .
82;T001038;10100;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
83;T001038;10100;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
84;T001038;10100;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
85;T001038;10100;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
86;T001038;10100;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
87;T001038;10100;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
88;T001038;10100;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
89;T001038;10100;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
90;T001038;10100;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
91;T001038;10100;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
92;T001038;10100;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
93;T001038;10100;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
94;T001038;10100;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
95;T001038;10100;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
96;T001038;10100;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
97;T001038;10100;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
98;T001038;10100;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
99;T001038;10100;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
100;T001038;10100;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
101;T001038;10100;MW00000;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
102;T001038;10100;MW00000;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
103;T001038;10100;MW00000;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
104;T001038;10100;MW00000;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
105;T001038;10100;MW00000;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
106;T001038;10100;MW00000;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
107;T001038;10100;MW00000;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
108;T001038;10100;MW00000;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
109;T001038;10100;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
110;T001038;10100;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
111;T001038;10100;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
112;T001038;10100;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
113;T001038;10100;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
114;T001038;10100;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
115;T001038;10100;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
116;T001038;10100;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
117;T001038;10100;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
118;T001038;10100;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
119;T001038;10100;MW00000;2018JJ00;   81.53;    63.2;    71.7;    75.3;    56.0;    43.4;    46.6;    72.6;    57.7;    76.5
120;T001038;10100;MW00000;2019JJ00;   81.81;    63.7;    71.9;    75.5;    55.8;    43.4;    46.3;    73.1;    57.9;    77.2
121;T001038;10100;MW00000;2020JJ00;   81.17;    65.9;    72.1;    75.5;    55.1;    43.3;    46.2;    72.8;    58.4;    77.2
122;T001038;10100;MW00000;2021JJ00;   81.10;    64.9;    72.6;    75.9;    53.9;    43.6;    46.4;    70.6;    58.4;    77.6
123;T001038;10100;B000150;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
124;T001038;10100;B000150;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
125;T001038;10100;B000150;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
126;T001038;10100;B000150;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
127;T001038;10100;B000150;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
128;T001038;10100;B000150;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
129;T001038;10100;B000150;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
130;T001038;10100;B000150;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
131;T001038;10100;B000150;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
132;T001038;10100;B000150;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
133;T001038;10100;B000150;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
134;T001038;10100;B000150;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
135;T001038;10100;B000150;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
136;T001038;10100;B000150;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
137;T001038;10100;B000150;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
138;T001038;10100;B000150;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
139;T001038;10100;B000150;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
140;T001038;10100;B000150;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
141;T001038;10100;B000150;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
142;T001038;10100;B000150;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
143;T001038;10100;B000150;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
144;T001038;10100;B000150;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
145;T001038;10100;B000150;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
146;T001038;10100;B000150;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
147;T001038;10100;B000150;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
148;T001038;10100;B000150;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
149;T001038;10100;B000150;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
150;T001038;10100;B000150;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
151;T001038;10100;B000150;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
152;T001038;10100;B000150;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
153;T001038;10100;B000150;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
154;T001038;10100;B000150;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
155;T001038;10100;B000150;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
156;T001038;10100;B000150;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
157;T001038;10100;B000150;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
158;T001038;10100;B000150;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
159;T001038;10100;B000150;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
160;T001038;10100;B000150;2018JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.3;     0.2
161;T001038;10100;B000150;2019JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.3;     0.2
162;T001038;10100;B000150;2020JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.4;     0.2
163;T001038;10100;B000150;2021JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.4;     0.2
164;T001038;10500;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
165;T001038;10500;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
166;T001038;10500;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
167;T001038;10500;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
168;T001038;10500;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
169;T001038;10500;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
170;T001038;10500;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
171;T001038;10500;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
172;T001038;10500;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
173;T001038;10500;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
174;T001038;10500;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
175;T001038;10500;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
176;T001038;10500;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
177;T001038;10500;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
178;T001038;10500;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
179;T001038;10500;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
180;T001038;10500;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
181;T001038;10500;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
182;T001038;10500;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
183;T001038;10500;MW00000;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
184;T001038;10500;MW00000;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
185;T001038;10500;MW00000;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
186;T001038;10500;MW00000;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
187;T001038;10500;MW00000;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
188;T001038;10500;MW00000;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
189;T001038;10500;MW00000;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
190;T001038;10500;MW00000;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
191;T001038;10500;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
192;T001038;10500;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
193;T001038;10500;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
194;T001038;10500;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
195;T001038;10500;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
196;T001038;10500;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
197;T001038;10500;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
198;T001038;10500;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
199;T001038;10500;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
200;T001038;10500;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
201;T001038;10500;MW00000;2018JJ00;   77.60;    59.4;    67.7;    71.3;    52.1;    39.7;    42.8;    68.9;    53.9;    72.6
202;T001038;10500;MW00000;2019JJ00;   77.89;    60.0;    67.9;    71.6;    51.9;    39.7;    42.6;    69.4;    54.1;    73.2
203;T001038;10500;MW00000;2020JJ00;   77.23;    62.0;    68.1;    71.5;    51.1;    39.5;    42.4;    68.8;    54.5;    73.3
204;T001038;10500;MW00000;2021JJ00;   77.15;    61.1;    68.7;    71.9;    50.0;    39.8;    42.7;    66.7;    54.5;    73.6
205;T001038;10500;B000150;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
206;T001038;10500;B000150;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
207;T001038;10500;B000150;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
208;T001038;10500;B000150;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
209;T001038;10500;B000150;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
210;T001038;10500;B000150;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
211;T001038;10500;B000150;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
212;T001038;10500;B000150;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
213;T001038;10500;B000150;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
214;T001038;10500;B000150;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
215;T001038;10500;B000150;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
216;T001038;10500;B000150;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
217;T001038;10500;B000150;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
218;T001038;10500;B000150;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
219;T001038;10500;B000150;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
220;T001038;10500;B000150;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
221;T001038;10500;B000150;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
222;T001038;10500;B000150;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
223;T001038;10500;B000150;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
224;T001038;10500;B000150;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
225;T001038;10500;B000150;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
226;T001038;10500;B000150;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
227;T001038;10500;B000150;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
228;T001038;10500;B000150;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
229;T001038;10500;B000150;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
230;T001038;10500;B000150;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
231;T001038;10500;B000150;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
232;T001038;10500;B000150;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
233;T001038;10500;B000150;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
234;T001038;10500;B000150;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
235;T001038;10500;B000150;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
236;T001038;10500;B000150;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
237;T001038;10500;B000150;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
238;T001038;10500;B000150;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
239;T001038;10500;B000150;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
240;T001038;10500;B000150;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
241;T001038;10500;B000150;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
242;T001038;10500;B000150;2018JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.3;     0.2
243;T001038;10500;B000150;2019JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.3;     0.2
244;T001038;10500;B000150;2020JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.4;     0.2
245;T001038;10500;B000150;2021JJ00;       .;     0.3;       .;       .;       .;     0.4;     0.4;       .;     0.4;     0.2
246;T001038;11000;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
247;T001038;11000;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
248;T001038;11000;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
249;T001038;11000;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
250;T001038;11000;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
251;T001038;11000;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
252;T001038;11000;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
253;T001038;11000;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
254;T001038;11000;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
255;T001038;11000;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
256;T001038;11000;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
257;T001038;11000;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
258;T001038;11000;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
259;T001038;11000;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
260;T001038;11000;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
261;T001038;11000;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
262;T001038;11000;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
263;T001038;11000;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
264;T001038;11000;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
