ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
8004;3000;41700;2000W109;303
8005;3000;41700;2000W110;315
8006;3000;41700;2000W111;299
8007;3000;41700;2000W112;311
8008;3000;41700;2000W113;301
8009;3000;41700;2000W114;317
8010;3000;41700;2000W115;343
8011;3000;41700;2000W116;306
8012;3000;41700;2000W117;317
8013;3000;41700;2000W118;305
8014;3000;41700;2000W119;321
8015;3000;41700;2000W120;295
8016;3000;41700;2000W121;286
8017;3000;41700;2000W122;306
8018;3000;41700;2000W123;308
8019;3000;41700;2000W124;287
8020;3000;41700;2000W125;356
8021;3000;41700;2000W126;333
8022;3000;41700;2000W127;283
8023;3000;41700;2000W128;330
8024;3000;41700;2000W129;301
8025;3000;41700;2000W130;286
8026;3000;41700;2000W131;313
8027;3000;41700;2000W132;320
8028;3000;41700;2000W133;287
8029;3000;41700;2000W134;319
8030;3000;41700;2000W135;307
8031;3000;41700;2000W136;307
8032;3000;41700;2000W137;314
8033;3000;41700;2000W138;331
8034;3000;41700;2000W139;272
8035;3000;41700;2000W140;329
8036;3000;41700;2000W141;284
8037;3000;41700;2000W142;306
8038;3000;41700;2000W143;341
8039;3000;41700;2000W144;323
8040;3000;41700;2000W145;307
8041;3000;41700;2000W146;320
8042;3000;41700;2000W147;318
8043;3000;41700;2000W148;317
8044;3000;41700;2000W149;289
8045;3000;41700;2000W150;308
8046;3000;41700;2000W151;334
8047;3000;41700;2000W152;335
8049;3000;41700;2001W101;303
8050;3000;41700;2001W102;315
8051;3000;41700;2001W103;320
8052;3000;41700;2001W104;317
8053;3000;41700;2001W105;299
8054;3000;41700;2001W106;294
8055;3000;41700;2001W107;331
8056;3000;41700;2001W108;270
8057;3000;41700;2001W109;304
8058;3000;41700;2001W110;309
8059;3000;41700;2001W111;312
8060;3000;41700;2001W112;329
8061;3000;41700;2001W113;332
8062;3000;41700;2001W114;306
8063;3000;41700;2001W115;274
8064;3000;41700;2001W116;305
8065;3000;41700;2001W117;329
8066;3000;41700;2001W118;291
8067;3000;41700;2001W119;322
8068;3000;41700;2001W120;354
8069;3000;41700;2001W121;305
8070;3000;41700;2001W122;285
8071;3000;41700;2001W123;275
8072;3000;41700;2001W124;305
8073;3000;41700;2001W125;305
8074;3000;41700;2001W126;313
8075;3000;41700;2001W127;291
8076;3000;41700;2001W128;277
8077;3000;41700;2001W129;282
8078;3000;41700;2001W130;324
8079;3000;41700;2001W131;310
8080;3000;41700;2001W132;305
8081;3000;41700;2001W133;320
8082;3000;41700;2001W134;281
8083;3000;41700;2001W135;286
8084;3000;41700;2001W136;326
8085;3000;41700;2001W137;292
8086;3000;41700;2001W138;311
8087;3000;41700;2001W139;343
8088;3000;41700;2001W140;314
8089;3000;41700;2001W141;274
8090;3000;41700;2001W142;320
8091;3000;41700;2001W143;352
8092;3000;41700;2001W144;300
8093;3000;41700;2001W145;293
8094;3000;41700;2001W146;321
8095;3000;41700;2001W147;328
8096;3000;41700;2001W148;346
8097;3000;41700;2001W149;338
8098;3000;41700;2001W150;339
8099;3000;41700;2001W151;327
8100;3000;41700;2001W152;329
8101;3000;41700;2001W153;45
8103;3000;41700;2002W101;267
8104;3000;41700;2002W102;326
8105;3000;41700;2002W103;284
8106;3000;41700;2002W104;336
8107;3000;41700;2002W105;306
8108;3000;41700;2002W106;287
8109;3000;41700;2002W107;291
8110;3000;41700;2002W108;302
8111;3000;41700;2002W109;310
8112;3000;41700;2002W110;287
8113;3000;41700;2002W111;327
8114;3000;41700;2002W112;326
8115;3000;41700;2002W113;315
8116;3000;41700;2002W114;281
8117;3000;41700;2002W115;334
8118;3000;41700;2002W116;310
8119;3000;41700;2002W117;305
8120;3000;41700;2002W118;315
8121;3000;41700;2002W119;310
8122;3000;41700;2002W120;312
8123;3000;41700;2002W121;296
8124;3000;41700;2002W122;312
8125;3000;41700;2002W123;335
8126;3000;41700;2002W124;280
8127;3000;41700;2002W125;323
8128;3000;41700;2002W126;320
8129;3000;41700;2002W127;303
8130;3000;41700;2002W128;306
8131;3000;41700;2002W129;304
8132;3000;41700;2002W130;314
8133;3000;41700;2002W131;321
8134;3000;41700;2002W132;295
8135;3000;41700;2002W133;313
8136;3000;41700;2002W134;282
8137;3000;41700;2002W135;289
8138;3000;41700;2002W136;309
8139;3000;41700;2002W137;312
8140;3000;41700;2002W138;276
8141;3000;41700;2002W139;297
8142;3000;41700;2002W140;333
8143;3000;41700;2002W141;281
8144;3000;41700;2002W142;288
8145;3000;41700;2002W143;342
8146;3000;41700;2002W144;313
8147;3000;41700;2002W145;336
8148;3000;41700;2002W146;324
8149;3000;41700;2002W147;325
8150;3000;41700;2002W148;307
8151;3000;41700;2002W149;309
8152;3000;41700;2002W150;342
8153;3000;41700;2002W151;314
8154;3000;41700;2002W152;309
8155;3000;41700;2002W153;95
8157;3000;41700;2003W101;243
8158;3000;41700;2003W102;311
8159;3000;41700;2003W103;322
8160;3000;41700;2003W104;326
8161;3000;41700;2003W105;298
8162;3000;41700;2003W106;266
8163;3000;41700;2003W107;283
8164;3000;41700;2003W108;325
8165;3000;41700;2003W109;336
8166;3000;41700;2003W110;318
8167;3000;41700;2003W111;323
8168;3000;41700;2003W112;299
8169;3000;41700;2003W113;323
8170;3000;41700;2003W114;324
8171;3000;41700;2003W115;278
8172;3000;41700;2003W116;319
8173;3000;41700;2003W117;350
8174;3000;41700;2003W118;302
8175;3000;41700;2003W119;294
8176;3000;41700;2003W120;263
8177;3000;41700;2003W121;289
8178;3000;41700;2003W122;304
8179;3000;41700;2003W123;338
8180;3000;41700;2003W124;291
8181;3000;41700;2003W125;303
8182;3000;41700;2003W126;339
8183;3000;41700;2003W127;284
8184;3000;41700;2003W128;292
8185;3000;41700;2003W129;322
8186;3000;41700;2003W130;282
8187;3000;41700;2003W131;307
8188;3000;41700;2003W132;327
8189;3000;41700;2003W133;319
8190;3000;41700;2003W134;285
8191;3000;41700;2003W135;314
8192;3000;41700;2003W136;295
8193;3000;41700;2003W137;313
8194;3000;41700;2003W138;319
8195;3000;41700;2003W139;333
8196;3000;41700;2003W140;322
8197;3000;41700;2003W141;308
8198;3000;41700;2003W142;302
8199;3000;41700;2003W143;313
8200;3000;41700;2003W144;307
8201;3000;41700;2003W145;290
8202;3000;41700;2003W146;295
8203;3000;41700;2003W147;313
8204;3000;41700;2003W148;327
8205;3000;41700;2003W149;311
8206;3000;41700;2003W150;338
8207;3000;41700;2003W151;314
8208;3000;41700;2003W152;313
8209;3000;41700;2003W153;153
8211;3000;41700;2004W101;159
8212;3000;41700;2004W102;293
8213;3000;41700;2004W103;303
8214;3000;41700;2004W104;308
8215;3000;41700;2004W105;300
8216;3000;41700;2004W106;324
8217;3000;41700;2004W107;310
8218;3000;41700;2004W108;310
8219;3000;41700;2004W109;273
8220;3000;41700;2004W110;311
8221;3000;41700;2004W111;281
8222;3000;41700;2004W112;287
8223;3000;41700;2004W113;326
8224;3000;41700;2004W114;294
8225;3000;41700;2004W115;270
8226;3000;41700;2004W116;321
8227;3000;41700;2004W117;302
8228;3000;41700;2004W118;285
8229;3000;41700;2004W119;287
8230;3000;41700;2004W120;302
8231;3000;41700;2004W121;303
8232;3000;41700;2004W122;284
8233;3000;41700;2004W123;278
8234;3000;41700;2004W124;304
8235;3000;41700;2004W125;258
8236;3000;41700;2004W126;291
8237;3000;41700;2004W127;280
8238;3000;41700;2004W128;305
8239;3000;41700;2004W129;310
8240;3000;41700;2004W130;285
8241;3000;41700;2004W131;308
8242;3000;41700;2004W132;321
8243;3000;41700;2004W133;296
8244;3000;41700;2004W134;273
8245;3000;41700;2004W135;310
8246;3000;41700;2004W136;283
8247;3000;41700;2004W137;307
8248;3000;41700;2004W138;276
8249;3000;41700;2004W139;291
8250;3000;41700;2004W140;322
8251;3000;41700;2004W141;302
8252;3000;41700;2004W142;308
8253;3000;41700;2004W143;311
8254;3000;41700;2004W144;327
8255;3000;41700;2004W145;284
8256;3000;41700;2004W146;324
8257;3000;41700;2004W147;317
8258;3000;41700;2004W148;294
8259;3000;41700;2004W149;288
8260;3000;41700;2004W150;311
8261;3000;41700;2004W151;321
8262;3000;41700;2004W152;287
8263;3000;41700;2004W153;225
8266;3000;41700;2005W101;276
8267;3000;41700;2005W102;289
8268;3000;41700;2005W103;297
8269;3000;41700;2005W104;292
8270;3000;41700;2005W105;338
8271;3000;41700;2005W106;313
8272;3000;41700;2005W107;323
8273;3000;41700;2005W108;316
8274;3000;41700;2005W109;305
8275;3000;41700;2005W110;302
8276;3000;41700;2005W111;272
8277;3000;41700;2005W112;316
8278;3000;41700;2005W113;308
8279;3000;41700;2005W114;287
8280;3000;41700;2005W115;273
8281;3000;41700;2005W116;291
8282;3000;41700;2005W117;258
8283;3000;41700;2005W118;297
8284;3000;41700;2005W119;267
8285;3000;41700;2005W120;299
8286;3000;41700;2005W121;290
8287;3000;41700;2005W122;273
8288;3000;41700;2005W123;286
8289;3000;41700;2005W124;308
8290;3000;41700;2005W125;316
8291;3000;41700;2005W126;284
8292;3000;41700;2005W127;294
8293;3000;41700;2005W128;270
8294;3000;41700;2005W129;240
8295;3000;41700;2005W130;257
8296;3000;41700;2005W131;286
8297;3000;41700;2005W132;252
8298;3000;41700;2005W133;304
8299;3000;41700;2005W134;285
8300;3000;41700;2005W135;320
8301;3000;41700;2005W136;288
8302;3000;41700;2005W137;266
8303;3000;41700;2005W138;274
8304;3000;41700;2005W139;276
8305;3000;41700;2005W140;267
8306;3000;41700;2005W141;254
8307;3000;41700;2005W142;294
8308;3000;41700;2005W143;274
8309;3000;41700;2005W144;266
8310;3000;41700;2005W145;263
8311;3000;41700;2005W146;278
8312;3000;41700;2005W147;314
8313;3000;41700;2005W148;277
8314;3000;41700;2005W149;274
8315;3000;41700;2005W150;302
8316;3000;41700;2005W151;261
8317;3000;41700;2005W152;236
8320;3000;41700;2006W101;280
8321;3000;41700;2006W102;290
8322;3000;41700;2006W103;275
8323;3000;41700;2006W104;295
8324;3000;41700;2006W105;305
8325;3000;41700;2006W106;268
8326;3000;41700;2006W107;299
8327;3000;41700;2006W108;296
8328;3000;41700;2006W109;299
8329;3000;41700;2006W110;294
8330;3000;41700;2006W111;266
8331;3000;41700;2006W112;296
8332;3000;41700;2006W113;272
8333;3000;41700;2006W114;271
8334;3000;41700;2006W115;283
8335;3000;41700;2006W116;317
8336;3000;41700;2006W117;284
8337;3000;41700;2006W118;272
8338;3000;41700;2006W119;296
8339;3000;41700;2006W120;282
8340;3000;41700;2006W121;263
8341;3000;41700;2006W122;250
8342;3000;41700;2006W123;286
8343;3000;41700;2006W124;312
8344;3000;41700;2006W125;276
8345;3000;41700;2006W126;289
8346;3000;41700;2006W127;276
8347;3000;41700;2006W128;280
8348;3000;41700;2006W129;282
8349;3000;41700;2006W130;306
8350;3000;41700;2006W131;240
8351;3000;41700;2006W132;268
8352;3000;41700;2006W133;285
8353;3000;41700;2006W134;306
8354;3000;41700;2006W135;253
8355;3000;41700;2006W136;274
8356;3000;41700;2006W137;318
8357;3000;41700;2006W138;262
8358;3000;41700;2006W139;273
8359;3000;41700;2006W140;271
8360;3000;41700;2006W141;290
8361;3000;41700;2006W142;279
8362;3000;41700;2006W143;287
8363;3000;41700;2006W144;264
8364;3000;41700;2006W145;292
8365;3000;41700;2006W146;295
8366;3000;41700;2006W147;318
8367;3000;41700;2006W148;290
8368;3000;41700;2006W149;269
8369;3000;41700;2006W150;293
8370;3000;41700;2006W151;286
8371;3000;41700;2006W152;274
8373;3000;41700;2007W101;292
8374;3000;41700;2007W102;285
8375;3000;41700;2007W103;289
8376;3000;41700;2007W104;288
8377;3000;41700;2007W105;285
8378;3000;41700;2007W106;286
8379;3000;41700;2007W107;276
8380;3000;41700;2007W108;288
8381;3000;41700;2007W109;260
8382;3000;41700;2007W110;292
8383;3000;41700;2007W111;286
8384;3000;41700;2007W112;260
8385;3000;41700;2007W113;266
8386;3000;41700;2007W114;266
8387;3000;41700;2007W115;267
8388;3000;41700;2007W116;301
8389;3000;41700;2007W117;286
8390;3000;41700;2007W118;290
8391;3000;41700;2007W119;244
8392;3000;41700;2007W120;289
8393;3000;41700;2007W121;284
8394;3000;41700;2007W122;293
8395;3000;41700;2007W123;262
8396;3000;41700;2007W124;257
8397;3000;41700;2007W125;268
8398;3000;41700;2007W126;267
8399;3000;41700;2007W127;235
8400;3000;41700;2007W128;245
8401;3000;41700;2007W129;250
8402;3000;41700;2007W130;271
8403;3000;41700;2007W131;257
8404;3000;41700;2007W132;285
8405;3000;41700;2007W133;260
8406;3000;41700;2007W134;296
8407;3000;41700;2007W135;266
8408;3000;41700;2007W136;284
8409;3000;41700;2007W137;271
8410;3000;41700;2007W138;282
8411;3000;41700;2007W139;252
8412;3000;41700;2007W140;252
8413;3000;41700;2007W141;276
8414;3000;41700;2007W142;272
8415;3000;41700;2007W143;273
8416;3000;41700;2007W144;277
8417;3000;41700;2007W145;282
8418;3000;41700;2007W146;308
8419;3000;41700;2007W147;266
8420;3000;41700;2007W148;296
8421;3000;41700;2007W149;291
8422;3000;41700;2007W150;286
8423;3000;41700;2007W151;304
8424;3000;41700;2007W152;304
8425;3000;41700;2007W153;45
8427;3000;41700;2008W101;239
8428;3000;41700;2008W102;291
8429;3000;41700;2008W103;285
8430;3000;41700;2008W104;295
8431;3000;41700;2008W105;299
8432;3000;41700;2008W106;295
8433;3000;41700;2008W107;275
8434;3000;41700;2008W108;273
8435;3000;41700;2008W109;271
8436;3000;41700;2008W110;296
8437;3000;41700;2008W111;308
8438;3000;41700;2008W112;258
8439;3000;41700;2008W113;272
8440;3000;41700;2008W114;288
8441;3000;41700;2008W115;278
8442;3000;41700;2008W116;277
8443;3000;41700;2008W117;267
8444;3000;41700;2008W118;274
8445;3000;41700;2008W119;306
8446;3000;41700;2008W120;263
8447;3000;41700;2008W121;283
8448;3000;41700;2008W122;268
8449;3000;41700;2008W123;271
8450;3000;41700;2008W124;264
8451;3000;41700;2008W125;250
8452;3000;41700;2008W126;291
8453;3000;41700;2008W127;249
8454;3000;41700;2008W128;232
8455;3000;41700;2008W129;295
8456;3000;41700;2008W130;250
8457;3000;41700;2008W131;280
8458;3000;41700;2008W132;303
8459;3000;41700;2008W133;278
8460;3000;41700;2008W134;283
8461;3000;41700;2008W135;241
8462;3000;41700;2008W136;236
8463;3000;41700;2008W137;275
8464;3000;41700;2008W138;273
8465;3000;41700;2008W139;280
8466;3000;41700;2008W140;264
8467;3000;41700;2008W141;293
8468;3000;41700;2008W142;280
8469;3000;41700;2008W143;291
8470;3000;41700;2008W144;262
8471;3000;41700;2008W145;273
8472;3000;41700;2008W146;270
8473;3000;41700;2008W147;285
8474;3000;41700;2008W148;325
8475;3000;41700;2008W149;269
8476;3000;41700;2008W150;286
8477;3000;41700;2008W151;285
8478;3000;41700;2008W152;285
8479;3000;41700;2008W153;132
8481;3000;41700;2009W101;163
8482;3000;41700;2009W102;298
8483;3000;41700;2009W103;325
8484;3000;41700;2009W104;285
8485;3000;41700;2009W105;317
8486;3000;41700;2009W106;276
8487;3000;41700;2009W107;270
8488;3000;41700;2009W108;265
8489;3000;41700;2009W109;273
8490;3000;41700;2009W110;246
8491;3000;41700;2009W111;276
8492;3000;41700;2009W112;295
8493;3000;41700;2009W113;280
8494;3000;41700;2009W114;282
8495;3000;41700;2009W115;257
8496;3000;41700;2009W116;281
8497;3000;41700;2009W117;239
8498;3000;41700;2009W118;261
8499;3000;41700;2009W119;256
8500;3000;41700;2009W120;246
8501;3000;41700;2009W121;251
8502;3000;41700;2009W122;274
8503;3000;41700;2009W123;260
8504;3000;41700;2009W124;270
8505;3000;41700;2009W125;274
8506;3000;41700;2009W126;274
8507;3000;41700;2009W127;285
8508;3000;41700;2009W128;279
8509;3000;41700;2009W129;285
8510;3000;41700;2009W130;272
8511;3000;41700;2009W131;273
8512;3000;41700;2009W132;267
8513;3000;41700;2009W133;256
8514;3000;41700;2009W134;266
8515;3000;41700;2009W135;285
8516;3000;41700;2009W136;259
8517;3000;41700;2009W137;244
8518;3000;41700;2009W138;276
8519;3000;41700;2009W139;282
8520;3000;41700;2009W140;285
8521;3000;41700;2009W141;289
8522;3000;41700;2009W142;256
8523;3000;41700;2009W143;296
8524;3000;41700;2009W144;275
8525;3000;41700;2009W145;288
8526;3000;41700;2009W146;293
8527;3000;41700;2009W147;258
8528;3000;41700;2009W148;263
8529;3000;41700;2009W149;308
8530;3000;41700;2009W150;284
8531;3000;41700;2009W151;289
8532;3000;41700;2009W152;308
8533;3000;41700;2009W153;161
8536;3000;41700;2010W101;263
8537;3000;41700;2010W102;266
8538;3000;41700;2010W103;276
8539;3000;41700;2010W104;279
8540;3000;41700;2010W105;288
8541;3000;41700;2010W106;247
8542;3000;41700;2010W107;279
8543;3000;41700;2010W108;275
8544;3000;41700;2010W109;272
8545;3000;41700;2010W110;280
8546;3000;41700;2010W111;285
8547;3000;41700;2010W112;266
8548;3000;41700;2010W113;273
8549;3000;41700;2010W114;256
8550;3000;41700;2010W115;269
8551;3000;41700;2010W116;281
8552;3000;41700;2010W117;289
8553;3000;41700;2010W118;268
8554;3000;41700;2010W119;298
8555;3000;41700;2010W120;268
8556;3000;41700;2010W121;274
8557;3000;41700;2010W122;264
8558;3000;41700;2010W123;255
8559;3000;41700;2010W124;280
8560;3000;41700;2010W125;265
8561;3000;41700;2010W126;281
8562;3000;41700;2010W127;265
8563;3000;41700;2010W128;265
8564;3000;41700;2010W129;231
8565;3000;41700;2010W130;257
8566;3000;41700;2010W131;248
8567;3000;41700;2010W132;251
8568;3000;41700;2010W133;292
8569;3000;41700;2010W134;250
8570;3000;41700;2010W135;264
8571;3000;41700;2010W136;259
8572;3000;41700;2010W137;272
8573;3000;41700;2010W138;274
8574;3000;41700;2010W139;281
8575;3000;41700;2010W140;281
8576;3000;41700;2010W141;293
8577;3000;41700;2010W142;299
8578;3000;41700;2010W143;281
8579;3000;41700;2010W144;318
8580;3000;41700;2010W145;264
8581;3000;41700;2010W146;264
8582;3000;41700;2010W147;257
8583;3000;41700;2010W148;278
8584;3000;41700;2010W149;323
8585;3000;41700;2010W150;267
8586;3000;41700;2010W151;285
8587;3000;41700;2010W152;212
8590;3000;41700;2011W101;275
8591;3000;41700;2011W102;267
8592;3000;41700;2011W103;259
8593;3000;41700;2011W104;257
8594;3000;41700;2011W105;251
8595;3000;41700;2011W106;255
8596;3000;41700;2011W107;265
8597;3000;41700;2011W108;258
8598;3000;41700;2011W109;273
8599;3000;41700;2011W110;272
8600;3000;41700;2011W111;231
8601;3000;41700;2011W112;251
8602;3000;41700;2011W113;282
8603;3000;41700;2011W114;252
8604;3000;41700;2011W115;273
8605;3000;41700;2011W116;226
8606;3000;41700;2011W117;233
8607;3000;41700;2011W118;248
8608;3000;41700;2011W119;268
8609;3000;41700;2011W120;247
8610;3000;41700;2011W121;256
8611;3000;41700;2011W122;242
8612;3000;41700;2011W123;276
8613;3000;41700;2011W124;240
8614;3000;41700;2011W125;250
8615;3000;41700;2011W126;266
8616;3000;41700;2011W127;301
8617;3000;41700;2011W128;260
8618;3000;41700;2011W129;272
8619;3000;41700;2011W130;241
8620;3000;41700;2011W131;263
8621;3000;41700;2011W132;234
8622;3000;41700;2011W133;276
8623;3000;41700;2011W134;249
8624;3000;41700;2011W135;254
8625;3000;41700;2011W136;279
8626;3000;41700;2011W137;225
8627;3000;41700;2011W138;260
8628;3000;41700;2011W139;241
8629;3000;41700;2011W140;228
8630;3000;41700;2011W141;266
8631;3000;41700;2011W142;234
8632;3000;41700;2011W143;251
8633;3000;41700;2011W144;315
8634;3000;41700;2011W145;284
8635;3000;41700;2011W146;290
8636;3000;41700;2011W147;264
8637;3000;41700;2011W148;269
8638;3000;41700;2011W149;276
8639;3000;41700;2011W150;300
8640;3000;41700;2011W151;258
8641;3000;41700;2011W152;237
8644;3000;41700;2012W101;237
8645;3000;41700;2012W102;276
8646;3000;41700;2012W103;238
8647;3000;41700;2012W104;242
8648;3000;41700;2012W105;232
8649;3000;41700;2012W106;277
8650;3000;41700;2012W107;273
8651;3000;41700;2012W108;242
8652;3000;41700;2012W109;279
8653;3000;41700;2012W110;292
8654;3000;41700;2012W111;234
8655;3000;41700;2012W112;234
8656;3000;41700;2012W113;247
8657;3000;41700;2012W114;262
8658;3000;41700;2012W115;280
8659;3000;41700;2012W116;270
8660;3000;41700;2012W117;243
8661;3000;41700;2012W118;225
8662;3000;41700;2012W119;261
8663;3000;41700;2012W120;233
8664;3000;41700;2012W121;283
8665;3000;41700;2012W122;232
8666;3000;41700;2012W123;235
8667;3000;41700;2012W124;240
8668;3000;41700;2012W125;253
8669;3000;41700;2012W126;277
8670;3000;41700;2012W127;277
8671;3000;41700;2012W128;268
8672;3000;41700;2012W129;264
8673;3000;41700;2012W130;285
8674;3000;41700;2012W131;219
8675;3000;41700;2012W132;224
8676;3000;41700;2012W133;255
8677;3000;41700;2012W134;256
8678;3000;41700;2012W135;248
8679;3000;41700;2012W136;270
8680;3000;41700;2012W137;257
8681;3000;41700;2012W138;252
8682;3000;41700;2012W139;274
8683;3000;41700;2012W140;257
8684;3000;41700;2012W141;263
8685;3000;41700;2012W142;265
8686;3000;41700;2012W143;257
8687;3000;41700;2012W144;265
8688;3000;41700;2012W145;266
8689;3000;41700;2012W146;256
8690;3000;41700;2012W147;284
8691;3000;41700;2012W148;266
8692;3000;41700;2012W149;280
8693;3000;41700;2012W150;278
8694;3000;41700;2012W151;278
8695;3000;41700;2012W152;295
8696;3000;41700;2012W153;45
8698;3000;41700;2013W101;224
8699;3000;41700;2013W102;278
8700;3000;41700;2013W103;261
8701;3000;41700;2013W104;278
8702;3000;41700;2013W105;276
8703;3000;41700;2013W106;271
8704;3000;41700;2013W107;268
8705;3000;41700;2013W108;269
8706;3000;41700;2013W109;245
8707;3000;41700;2013W110;267
8708;3000;41700;2013W111;244
8709;3000;41700;2013W112;243
8710;3000;41700;2013W113;263
8711;3000;41700;2013W114;252
8712;3000;41700;2013W115;252
8713;3000;41700;2013W116;243
8714;3000;41700;2013W117;224
8715;3000;41700;2013W118;214
8716;3000;41700;2013W119;251
8717;3000;41700;2013W120;230
8718;3000;41700;2013W121;221
8719;3000;41700;2013W122;284
8720;3000;41700;2013W123;236
8721;3000;41700;2013W124;239
8722;3000;41700;2013W125;274
8723;3000;41700;2013W126;266
8724;3000;41700;2013W127;246
8725;3000;41700;2013W128;242
8726;3000;41700;2013W129;272
8727;3000;41700;2013W130;258
8728;3000;41700;2013W131;240
8729;3000;41700;2013W132;257
8730;3000;41700;2013W133;242
8731;3000;41700;2013W134;258
8732;3000;41700;2013W135;222
8733;3000;41700;2013W136;255
8734;3000;41700;2013W137;251
8735;3000;41700;2013W138;260
8736;3000;41700;2013W139;219
8737;3000;41700;2013W140;259
8738;3000;41700;2013W141;248
8739;3000;41700;2013W142;268
8740;3000;41700;2013W143;262
8741;3000;41700;2013W144;269
8742;3000;41700;2013W145;236
8743;3000;41700;2013W146;256
8744;3000;41700;2013W147;247
8745;3000;41700;2013W148;256
8746;3000;41700;2013W149;255
8747;3000;41700;2013W150;231
8748;3000;41700;2013W151;267
8749;3000;41700;2013W152;275
8750;3000;41700;2013W153;63
8752;3000;41700;2014W101;173
8753;3000;41700;2014W102;256
8754;3000;41700;2014W103;257
8755;3000;41700;2014W104;253
8756;3000;41700;2014W105;184
8757;3000;41700;2014W106;263
8758;3000;41700;2014W107;263
8759;3000;41700;2014W108;237
8760;3000;41700;2014W109;234
8761;3000;41700;2014W110;261
8762;3000;41700;2014W111;240
8763;3000;41700;2014W112;237
8764;3000;41700;2014W113;245
8765;3000;41700;2014W114;227
8766;3000;41700;2014W115;213
8767;3000;41700;2014W116;221
8768;3000;41700;2014W117;239
8769;3000;41700;2014W118;225
8770;3000;41700;2014W119;244
8771;3000;41700;2014W120;262
8772;3000;41700;2014W121;249
8773;3000;41700;2014W122;223
8774;3000;41700;2014W123;236
8775;3000;41700;2014W124;222
8776;3000;41700;2014W125;226
8777;3000;41700;2014W126;216
8778;3000;41700;2014W127;247
8779;3000;41700;2014W128;257
8780;3000;41700;2014W129;336
8781;3000;41700;2014W130;275
8782;3000;41700;2014W131;247
8783;3000;41700;2014W132;245
8784;3000;41700;2014W133;220
8785;3000;41700;2014W134;218
8786;3000;41700;2014W135;256
8787;3000;41700;2014W136;253
8788;3000;41700;2014W137;265
8789;3000;41700;2014W138;256
8790;3000;41700;2014W139;222
8791;3000;41700;2014W140;257
8792;3000;41700;2014W141;238
8793;3000;41700;2014W142;259
8794;3000;41700;2014W143;216
8795;3000;41700;2014W144;245
8796;3000;41700;2014W145;231
8797;3000;41700;2014W146;264
8798;3000;41700;2014W147;257
8799;3000;41700;2014W148;257
8800;3000;41700;2014W149;267
8801;3000;41700;2014W150;281
8802;3000;41700;2014W151;281
8803;3000;41700;2014W152;239
8804;3000;41700;2014W153;108
8806;3000;41700;2015W101;153
8807;3000;41700;2015W102;240
8808;3000;41700;2015W103;249
8809;3000;41700;2015W104;283
8810;3000;41700;2015W105;223
8811;3000;41700;2015W106;258
8812;3000;41700;2015W107;257
8813;3000;41700;2015W108;260
8814;3000;41700;2015W109;246
8815;3000;41700;2015W110;250
8816;3000;41700;2015W111;260
8817;3000;41700;2015W112;261
8818;3000;41700;2015W113;236
8819;3000;41700;2015W114;230
8820;3000;41700;2015W115;248
8821;3000;41700;2015W116;262
8822;3000;41700;2015W117;232
8823;3000;41700;2015W118;242
8824;3000;41700;2015W119;250
8825;3000;41700;2015W120;235
8826;3000;41700;2015W121;214
8827;3000;41700;2015W122;249
8828;3000;41700;2015W123;230
8829;3000;41700;2015W124;206
8830;3000;41700;2015W125;228
8831;3000;41700;2015W126;226
8832;3000;41700;2015W127;255
8833;3000;41700;2015W128;219
8834;3000;41700;2015W129;235
8835;3000;41700;2015W130;266
8836;3000;41700;2015W131;221
8837;3000;41700;2015W132;225
8838;3000;41700;2015W133;239
8839;3000;41700;2015W134;211
8840;3000;41700;2015W135;260
8841;3000;41700;2015W136;251
8842;3000;41700;2015W137;250
8843;3000;41700;2015W138;232
8844;3000;41700;2015W139;242
8845;3000;41700;2015W140;257
8846;3000;41700;2015W141;253
8847;3000;41700;2015W142;241
8848;3000;41700;2015W143;260
8849;3000;41700;2015W144;244
8850;3000;41700;2015W145;253
8851;3000;41700;2015W146;249
8852;3000;41700;2015W147;259
8853;3000;41700;2015W148;243
8854;3000;41700;2015W149;243
8855;3000;41700;2015W150;254
8856;3000;41700;2015W151;244
8857;3000;41700;2015W152;237
8858;3000;41700;2015W153;154
8861;3000;41700;2016W101;260
8862;3000;41700;2016W102;246
8863;3000;41700;2016W103;250
8864;3000;41700;2016W104;253
8865;3000;41700;2016W105;265
8866;3000;41700;2016W106;238
8867;3000;41700;2016W107;257
8868;3000;41700;2016W108;271
8869;3000;41700;2016W109;266
8870;3000;41700;2016W110;246
8871;3000;41700;2016W111;292
8872;3000;41700;2016W112;264
8873;3000;41700;2016W113;253
8874;3000;41700;2016W114;238
8875;3000;41700;2016W115;221
8876;3000;41700;2016W116;237
8877;3000;41700;2016W117;226
8878;3000;41700;2016W118;220
8879;3000;41700;2016W119;252
8880;3000;41700;2016W120;208
8881;3000;41700;2016W121;230
8882;3000;41700;2016W122;223
8883;3000;41700;2016W123;224
8884;3000;41700;2016W124;238
8885;3000;41700;2016W125;233
8886;3000;41700;2016W126;232
8887;3000;41700;2016W127;228
8888;3000;41700;2016W128;219
8889;3000;41700;2016W129;257
8890;3000;41700;2016W130;245
8891;3000;41700;2016W131;232
8892;3000;41700;2016W132;247
8893;3000;41700;2016W133;241
8894;3000;41700;2016W134;253
8895;3000;41700;2016W135;245
8896;3000;41700;2016W136;233
8897;3000;41700;2016W137;253
