ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
1539;1100;10000;2023W126;2890
1540;1100;10000;2023W127;2766
1541;1100;10000;2023W128;2931
1542;1100;10000;2023W129;2762
1543;1100;10000;2023W130;2899
1544;1100;10000;2023W131;2721
1546;1100;41700;1995W101;476
1547;1100;41700;1995W102;511
1548;1100;41700;1995W103;473
1549;1100;41700;1995W104;513
1550;1100;41700;1995W105;484
1551;1100;41700;1995W106;464
1552;1100;41700;1995W107;503
1553;1100;41700;1995W108;481
1554;1100;41700;1995W109;491
1555;1100;41700;1995W110;513
1556;1100;41700;1995W111;486
1557;1100;41700;1995W112;516
1558;1100;41700;1995W113;498
1559;1100;41700;1995W114;492
1560;1100;41700;1995W115;499
1561;1100;41700;1995W116;508
1562;1100;41700;1995W117;488
1563;1100;41700;1995W118;508
1564;1100;41700;1995W119;528
1565;1100;41700;1995W120;463
1566;1100;41700;1995W121;492
1567;1100;41700;1995W122;514
1568;1100;41700;1995W123;485
1569;1100;41700;1995W124;435
1570;1100;41700;1995W125;477
1571;1100;41700;1995W126;511
1572;1100;41700;1995W127;522
1573;1100;41700;1995W128;517
1574;1100;41700;1995W129;480
1575;1100;41700;1995W130;512
1576;1100;41700;1995W131;527
1577;1100;41700;1995W132;504
1578;1100;41700;1995W133;466
1579;1100;41700;1995W134;508
1580;1100;41700;1995W135;472
1581;1100;41700;1995W136;512
1582;1100;41700;1995W137;500
1583;1100;41700;1995W138;479
1584;1100;41700;1995W139;508
1585;1100;41700;1995W140;496
1586;1100;41700;1995W141;526
1587;1100;41700;1995W142;496
1588;1100;41700;1995W143;503
1589;1100;41700;1995W144;549
1590;1100;41700;1995W145;491
1591;1100;41700;1995W146;544
1592;1100;41700;1995W147;491
1593;1100;41700;1995W148;468
1594;1100;41700;1995W149;527
1595;1100;41700;1995W150;560
1596;1100;41700;1995W151;569
1597;1100;41700;1995W152;585
1599;1100;41700;1996W101;603
1600;1100;41700;1996W102;557
1601;1100;41700;1996W103;507
1602;1100;41700;1996W104;492
1603;1100;41700;1996W105;505
1604;1100;41700;1996W106;510
1605;1100;41700;1996W107;533
1606;1100;41700;1996W108;464
1607;1100;41700;1996W109;520
1608;1100;41700;1996W110;459
1609;1100;41700;1996W111;522
1610;1100;41700;1996W112;493
1611;1100;41700;1996W113;522
1612;1100;41700;1996W114;491
1613;1100;41700;1996W115;493
1614;1100;41700;1996W116;529
1615;1100;41700;1996W117;489
1616;1100;41700;1996W118;475
1617;1100;41700;1996W119;482
1618;1100;41700;1996W120;525
1619;1100;41700;1996W121;511
1620;1100;41700;1996W122;513
1621;1100;41700;1996W123;521
1622;1100;41700;1996W124;454
1623;1100;41700;1996W125;477
1624;1100;41700;1996W126;482
1625;1100;41700;1996W127;497
1626;1100;41700;1996W128;490
1627;1100;41700;1996W129;515
1628;1100;41700;1996W130;527
1629;1100;41700;1996W131;506
1630;1100;41700;1996W132;475
1631;1100;41700;1996W133;476
1632;1100;41700;1996W134;508
1633;1100;41700;1996W135;472
1634;1100;41700;1996W136;440
1635;1100;41700;1996W137;434
1636;1100;41700;1996W138;502
1637;1100;41700;1996W139;571
1638;1100;41700;1996W140;505
1639;1100;41700;1996W141;487
1640;1100;41700;1996W142;496
1641;1100;41700;1996W143;495
1642;1100;41700;1996W144;525
1643;1100;41700;1996W145;487
1644;1100;41700;1996W146;542
1645;1100;41700;1996W147;546
1646;1100;41700;1996W148;518
1647;1100;41700;1996W149;506
1648;1100;41700;1996W150;531
1649;1100;41700;1996W151;532
1650;1100;41700;1996W152;519
1651;1100;41700;1996W153;157
1653;1100;41700;1997W101;386
1654;1100;41700;1997W102;568
1655;1100;41700;1997W103;480
1656;1100;41700;1997W104;540
1657;1100;41700;1997W105;495
1658;1100;41700;1997W106;481
1659;1100;41700;1997W107;514
1660;1100;41700;1997W108;508
1661;1100;41700;1997W109;520
1662;1100;41700;1997W110;488
1663;1100;41700;1997W111;500
1664;1100;41700;1997W112;467
1665;1100;41700;1997W113;481
1666;1100;41700;1997W114;506
1667;1100;41700;1997W115;472
1668;1100;41700;1997W116;513
1669;1100;41700;1997W117;486
1670;1100;41700;1997W118;525
1671;1100;41700;1997W119;492
1672;1100;41700;1997W120;482
1673;1100;41700;1997W121;483
1674;1100;41700;1997W122;489
1675;1100;41700;1997W123;509
1676;1100;41700;1997W124;515
1677;1100;41700;1997W125;476
1678;1100;41700;1997W126;465
1679;1100;41700;1997W127;467
1680;1100;41700;1997W128;504
1681;1100;41700;1997W129;475
1682;1100;41700;1997W130;479
1683;1100;41700;1997W131;485
1684;1100;41700;1997W132;504
1685;1100;41700;1997W133;526
1686;1100;41700;1997W134;503
1687;1100;41700;1997W135;431
1688;1100;41700;1997W136;455
1689;1100;41700;1997W137;457
1690;1100;41700;1997W138;491
1691;1100;41700;1997W139;455
1692;1100;41700;1997W140;477
1693;1100;41700;1997W141;500
1694;1100;41700;1997W142;493
1695;1100;41700;1997W143;485
1696;1100;41700;1997W144;445
1697;1100;41700;1997W145;508
1698;1100;41700;1997W146;472
1699;1100;41700;1997W147;522
1700;1100;41700;1997W148;543
1701;1100;41700;1997W149;510
1702;1100;41700;1997W150;494
1703;1100;41700;1997W151;537
1704;1100;41700;1997W152;464
1705;1100;41700;1997W153;192
1707;1100;41700;1998W101;270
1708;1100;41700;1998W102;432
1709;1100;41700;1998W103;451
1710;1100;41700;1998W104;475
1711;1100;41700;1998W105;447
1712;1100;41700;1998W106;452
1713;1100;41700;1998W107;464
1714;1100;41700;1998W108;477
1715;1100;41700;1998W109;533
1716;1100;41700;1998W110;510
1717;1100;41700;1998W111;523
1718;1100;41700;1998W112;514
1719;1100;41700;1998W113;513
1720;1100;41700;1998W114;540
1721;1100;41700;1998W115;512
1722;1100;41700;1998W116;519
1723;1100;41700;1998W117;442
1724;1100;41700;1998W118;497
1725;1100;41700;1998W119;494
1726;1100;41700;1998W120;491
1727;1100;41700;1998W121;475
1728;1100;41700;1998W122;516
1729;1100;41700;1998W123;450
1730;1100;41700;1998W124;487
1731;1100;41700;1998W125;534
1732;1100;41700;1998W126;461
1733;1100;41700;1998W127;476
1734;1100;41700;1998W128;507
1735;1100;41700;1998W129;475
1736;1100;41700;1998W130;496
1737;1100;41700;1998W131;492
1738;1100;41700;1998W132;472
1739;1100;41700;1998W133;515
1740;1100;41700;1998W134;488
1741;1100;41700;1998W135;503
1742;1100;41700;1998W136;513
1743;1100;41700;1998W137;458
1744;1100;41700;1998W138;520
1745;1100;41700;1998W139;502
1746;1100;41700;1998W140;506
1747;1100;41700;1998W141;464
1748;1100;41700;1998W142;506
1749;1100;41700;1998W143;511
1750;1100;41700;1998W144;523
1751;1100;41700;1998W145;492
1752;1100;41700;1998W146;503
1753;1100;41700;1998W147;538
1754;1100;41700;1998W148;523
1755;1100;41700;1998W149;537
1756;1100;41700;1998W150;557
1757;1100;41700;1998W151;592
1758;1100;41700;1998W152;557
1759;1100;41700;1998W153;326
1762;1100;41700;1999W101;537
1763;1100;41700;1999W102;529
1764;1100;41700;1999W103;527
1765;1100;41700;1999W104;502
1766;1100;41700;1999W105;523
1767;1100;41700;1999W106;509
1768;1100;41700;1999W107;507
1769;1100;41700;1999W108;495
1770;1100;41700;1999W109;516
1771;1100;41700;1999W110;529
1772;1100;41700;1999W111;511
1773;1100;41700;1999W112;515
1774;1100;41700;1999W113;511
1775;1100;41700;1999W114;460
1776;1100;41700;1999W115;467
1777;1100;41700;1999W116;491
1778;1100;41700;1999W117;514
1779;1100;41700;1999W118;488
1780;1100;41700;1999W119;522
1781;1100;41700;1999W120;530
1782;1100;41700;1999W121;463
1783;1100;41700;1999W122;490
1784;1100;41700;1999W123;522
1785;1100;41700;1999W124;493
1786;1100;41700;1999W125;487
1787;1100;41700;1999W126;552
1788;1100;41700;1999W127;475
1789;1100;41700;1999W128;488
1790;1100;41700;1999W129;464
1791;1100;41700;1999W130;506
1792;1100;41700;1999W131;514
1793;1100;41700;1999W132;509
1794;1100;41700;1999W133;527
1795;1100;41700;1999W134;566
1796;1100;41700;1999W135;486
1797;1100;41700;1999W136;503
1798;1100;41700;1999W137;512
1799;1100;41700;1999W138;496
1800;1100;41700;1999W139;536
1801;1100;41700;1999W140;479
1802;1100;41700;1999W141;479
1803;1100;41700;1999W142;537
1804;1100;41700;1999W143;497
1805;1100;41700;1999W144;518
1806;1100;41700;1999W145;498
1807;1100;41700;1999W146;523
1808;1100;41700;1999W147;523
1809;1100;41700;1999W148;511
1810;1100;41700;1999W149;536
1811;1100;41700;1999W150;554
1812;1100;41700;1999W151;519
1813;1100;41700;1999W152;408
1816;1100;41700;2000W101;543
1817;1100;41700;2000W102;512
1818;1100;41700;2000W103;563
1819;1100;41700;2000W104;555
1820;1100;41700;2000W105;496
1821;1100;41700;2000W106;479
1822;1100;41700;2000W107;481
1823;1100;41700;2000W108;521
1824;1100;41700;2000W109;489
1825;1100;41700;2000W110;495
1826;1100;41700;2000W111;496
1827;1100;41700;2000W112;505
1828;1100;41700;2000W113;511
1829;1100;41700;2000W114;505
1830;1100;41700;2000W115;507
1831;1100;41700;2000W116;501
1832;1100;41700;2000W117;488
1833;1100;41700;2000W118;490
1834;1100;41700;2000W119;530
1835;1100;41700;2000W120;488
1836;1100;41700;2000W121;481
1837;1100;41700;2000W122;472
1838;1100;41700;2000W123;484
1839;1100;41700;2000W124;480
1840;1100;41700;2000W125;598
1841;1100;41700;2000W126;522
1842;1100;41700;2000W127;472
1843;1100;41700;2000W128;535
1844;1100;41700;2000W129;493
1845;1100;41700;2000W130;466
1846;1100;41700;2000W131;541
1847;1100;41700;2000W132;510
1848;1100;41700;2000W133;474
1849;1100;41700;2000W134;503
1850;1100;41700;2000W135;511
1851;1100;41700;2000W136;512
1852;1100;41700;2000W137;522
1853;1100;41700;2000W138;533
1854;1100;41700;2000W139;466
1855;1100;41700;2000W140;540
1856;1100;41700;2000W141;505
1857;1100;41700;2000W142;520
1858;1100;41700;2000W143;560
1859;1100;41700;2000W144;528
1860;1100;41700;2000W145;511
1861;1100;41700;2000W146;529
1862;1100;41700;2000W147;527
1863;1100;41700;2000W148;530
1864;1100;41700;2000W149;468
1865;1100;41700;2000W150;515
1866;1100;41700;2000W151;547
1867;1100;41700;2000W152;533
1869;1100;41700;2001W101;514
1870;1100;41700;2001W102;518
1871;1100;41700;2001W103;525
1872;1100;41700;2001W104;537
1873;1100;41700;2001W105;512
1874;1100;41700;2001W106;486
1875;1100;41700;2001W107;520
1876;1100;41700;2001W108;475
1877;1100;41700;2001W109;507
1878;1100;41700;2001W110;513
1879;1100;41700;2001W111;519
1880;1100;41700;2001W112;541
1881;1100;41700;2001W113;535
1882;1100;41700;2001W114;507
1883;1100;41700;2001W115;481
1884;1100;41700;2001W116;498
1885;1100;41700;2001W117;526
1886;1100;41700;2001W118;495
1887;1100;41700;2001W119;509
1888;1100;41700;2001W120;542
1889;1100;41700;2001W121;511
1890;1100;41700;2001W122;488
1891;1100;41700;2001W123;475
1892;1100;41700;2001W124;509
1893;1100;41700;2001W125;508
1894;1100;41700;2001W126;483
1895;1100;41700;2001W127;466
1896;1100;41700;2001W128;447
1897;1100;41700;2001W129;473
1898;1100;41700;2001W130;519
1899;1100;41700;2001W131;502
1900;1100;41700;2001W132;507
1901;1100;41700;2001W133;520
1902;1100;41700;2001W134;496
1903;1100;41700;2001W135;476
1904;1100;41700;2001W136;534
1905;1100;41700;2001W137;473
1906;1100;41700;2001W138;538
1907;1100;41700;2001W139;555
1908;1100;41700;2001W140;509
1909;1100;41700;2001W141;479
1910;1100;41700;2001W142;534
1911;1100;41700;2001W143;553
1912;1100;41700;2001W144;507
1913;1100;41700;2001W145;474
1914;1100;41700;2001W146;520
1915;1100;41700;2001W147;549
1916;1100;41700;2001W148;544
1917;1100;41700;2001W149;537
1918;1100;41700;2001W150;551
1919;1100;41700;2001W151;563
1920;1100;41700;2001W152;532
1921;1100;41700;2001W153;75
1923;1100;41700;2002W101;440
1924;1100;41700;2002W102;531
1925;1100;41700;2002W103;499
1926;1100;41700;2002W104;554
1927;1100;41700;2002W105;524
1928;1100;41700;2002W106;520
1929;1100;41700;2002W107;505
1930;1100;41700;2002W108;523
1931;1100;41700;2002W109;533
1932;1100;41700;2002W110;500
1933;1100;41700;2002W111;532
1934;1100;41700;2002W112;555
1935;1100;41700;2002W113;514
1936;1100;41700;2002W114;466
1937;1100;41700;2002W115;557
1938;1100;41700;2002W116;507
1939;1100;41700;2002W117;504
1940;1100;41700;2002W118;511
1941;1100;41700;2002W119;493
1942;1100;41700;2002W120;494
1943;1100;41700;2002W121;481
1944;1100;41700;2002W122;492
1945;1100;41700;2002W123;505
1946;1100;41700;2002W124;469
1947;1100;41700;2002W125;527
1948;1100;41700;2002W126;551
1949;1100;41700;2002W127;498
1950;1100;41700;2002W128;504
1951;1100;41700;2002W129;510
1952;1100;41700;2002W130;513
1953;1100;41700;2002W131;494
1954;1100;41700;2002W132;474
1955;1100;41700;2002W133;530
1956;1100;41700;2002W134;486
1957;1100;41700;2002W135;504
1958;1100;41700;2002W136;495
1959;1100;41700;2002W137;517
1960;1100;41700;2002W138;487
1961;1100;41700;2002W139;487
1962;1100;41700;2002W140;544
1963;1100;41700;2002W141;498
1964;1100;41700;2002W142;490
1965;1100;41700;2002W143;555
1966;1100;41700;2002W144;532
1967;1100;41700;2002W145;537
1968;1100;41700;2002W146;535
1969;1100;41700;2002W147;551
1970;1100;41700;2002W148;552
1971;1100;41700;2002W149;492
1972;1100;41700;2002W150;575
1973;1100;41700;2002W151;550
1974;1100;41700;2002W152;545
1975;1100;41700;2002W153;158
1977;1100;41700;2003W101;382
1978;1100;41700;2003W102;531
1979;1100;41700;2003W103;508
1980;1100;41700;2003W104;532
1981;1100;41700;2003W105;477
1982;1100;41700;2003W106;470
1983;1100;41700;2003W107;477
1984;1100;41700;2003W108;510
1985;1100;41700;2003W109;539
1986;1100;41700;2003W110;509
1987;1100;41700;2003W111;549
1988;1100;41700;2003W112;506
1989;1100;41700;2003W113;531
1990;1100;41700;2003W114;552
1991;1100;41700;2003W115;485
1992;1100;41700;2003W116;549
1993;1100;41700;2003W117;560
1994;1100;41700;2003W118;493
1995;1100;41700;2003W119;496
1996;1100;41700;2003W120;462
1997;1100;41700;2003W121;500
1998;1100;41700;2003W122;496
1999;1100;41700;2003W123;551
2000;1100;41700;2003W124;461
2001;1100;41700;2003W125;499
2002;1100;41700;2003W126;551
2003;1100;41700;2003W127;470
2004;1100;41700;2003W128;494
2005;1100;41700;2003W129;509
2006;1100;41700;2003W130;485
2007;1100;41700;2003W131;496
2008;1100;41700;2003W132;518
2009;1100;41700;2003W133;537
2010;1100;41700;2003W134;483
2011;1100;41700;2003W135;494
2012;1100;41700;2003W136;507
2013;1100;41700;2003W137;530
2014;1100;41700;2003W138;551
2015;1100;41700;2003W139;535
2016;1100;41700;2003W140;542
2017;1100;41700;2003W141;518
2018;1100;41700;2003W142;508
2019;1100;41700;2003W143;525
2020;1100;41700;2003W144;506
2021;1100;41700;2003W145;484
2022;1100;41700;2003W146;503
2023;1100;41700;2003W147;520
2024;1100;41700;2003W148;506
2025;1100;41700;2003W149;524
2026;1100;41700;2003W150;580
2027;1100;41700;2003W151;561
2028;1100;41700;2003W152;535
2029;1100;41700;2003W153;266
2031;1100;41700;2004W101;276
2032;1100;41700;2004W102;508
2033;1100;41700;2004W103;508
2034;1100;41700;2004W104;548
2035;1100;41700;2004W105;496
2036;1100;41700;2004W106;541
2037;1100;41700;2004W107;492
2038;1100;41700;2004W108;521
2039;1100;41700;2004W109;473
2040;1100;41700;2004W110;489
2041;1100;41700;2004W111;475
2042;1100;41700;2004W112;467
2043;1100;41700;2004W113;506
2044;1100;41700;2004W114;502
2045;1100;41700;2004W115;481
2046;1100;41700;2004W116;521
2047;1100;41700;2004W117;485
2048;1100;41700;2004W118;473
2049;1100;41700;2004W119;471
2050;1100;41700;2004W120;475
2051;1100;41700;2004W121;504
2052;1100;41700;2004W122;503
2053;1100;41700;2004W123;466
2054;1100;41700;2004W124;503
2055;1100;41700;2004W125;433
2056;1100;41700;2004W126;500
2057;1100;41700;2004W127;478
2058;1100;41700;2004W128;498
2059;1100;41700;2004W129;491
2060;1100;41700;2004W130;478
2061;1100;41700;2004W131;508
2062;1100;41700;2004W132;530
2063;1100;41700;2004W133;491
2064;1100;41700;2004W134;473
2065;1100;41700;2004W135;515
2066;1100;41700;2004W136;476
2067;1100;41700;2004W137;513
2068;1100;41700;2004W138;483
2069;1100;41700;2004W139;526
2070;1100;41700;2004W140;513
2071;1100;41700;2004W141;481
2072;1100;41700;2004W142;505
2073;1100;41700;2004W143;516
2074;1100;41700;2004W144;517
2075;1100;41700;2004W145;493
2076;1100;41700;2004W146;518
2077;1100;41700;2004W147;520
2078;1100;41700;2004W148;506
2079;1100;41700;2004W149;484
2080;1100;41700;2004W150;522
2081;1100;41700;2004W151;533
2082;1100;41700;2004W152;516
2083;1100;41700;2004W153;353
2086;1100;41700;2005W101;462
2087;1100;41700;2005W102;477
2088;1100;41700;2005W103;510
2089;1100;41700;2005W104;474
2090;1100;41700;2005W105;550
2091;1100;41700;2005W106;519
2092;1100;41700;2005W107;537
2093;1100;41700;2005W108;533
2094;1100;41700;2005W109;526
2095;1100;41700;2005W110;527
2096;1100;41700;2005W111;487
2097;1100;41700;2005W112;495
2098;1100;41700;2005W113;517
2099;1100;41700;2005W114;471
2100;1100;41700;2005W115;492
2101;1100;41700;2005W116;501
2102;1100;41700;2005W117;446
2103;1100;41700;2005W118;491
2104;1100;41700;2005W119;476
2105;1100;41700;2005W120;469
2106;1100;41700;2005W121;492
2107;1100;41700;2005W122;469
2108;1100;41700;2005W123;480
2109;1100;41700;2005W124;496
2110;1100;41700;2005W125;507
2111;1100;41700;2005W126;459
2112;1100;41700;2005W127;481
2113;1100;41700;2005W128;465
2114;1100;41700;2005W129;443
2115;1100;41700;2005W130;456
2116;1100;41700;2005W131;479
2117;1100;41700;2005W132;437
2118;1100;41700;2005W133;495
2119;1100;41700;2005W134;496
2120;1100;41700;2005W135;539
2121;1100;41700;2005W136;467
2122;1100;41700;2005W137;437
2123;1100;41700;2005W138;461
2124;1100;41700;2005W139;451
2125;1100;41700;2005W140;445
2126;1100;41700;2005W141;460
2127;1100;41700;2005W142;494
2128;1100;41700;2005W143;464
2129;1100;41700;2005W144;471
2130;1100;41700;2005W145;450
2131;1100;41700;2005W146;469
2132;1100;41700;2005W147;564
2133;1100;41700;2005W148;482
2134;1100;41700;2005W149;493
2135;1100;41700;2005W150;517
2136;1100;41700;2005W151;474
2137;1100;41700;2005W152;412
2140;1100;41700;2006W101;472
2141;1100;41700;2006W102;507
2142;1100;41700;2006W103;487
2143;1100;41700;2006W104;479
2144;1100;41700;2006W105;521
2145;1100;41700;2006W106;489
2146;1100;41700;2006W107;488
2147;1100;41700;2006W108;519
2148;1100;41700;2006W109;501
2149;1100;41700;2006W110;498
2150;1100;41700;2006W111;455
2151;1100;41700;2006W112;503
2152;1100;41700;2006W113;486
2153;1100;41700;2006W114;446
2154;1100;41700;2006W115;463
2155;1100;41700;2006W116;514
2156;1100;41700;2006W117;492
2157;1100;41700;2006W118;454
2158;1100;41700;2006W119;487
2159;1100;41700;2006W120;467
2160;1100;41700;2006W121;440
2161;1100;41700;2006W122;455
2162;1100;41700;2006W123;492
2163;1100;41700;2006W124;499
2164;1100;41700;2006W125;461
2165;1100;41700;2006W126;474
2166;1100;41700;2006W127;501
2167;1100;41700;2006W128;493
2168;1100;41700;2006W129;495
2169;1100;41700;2006W130;487
2170;1100;41700;2006W131;419
2171;1100;41700;2006W132;443
2172;1100;41700;2006W133;477
2173;1100;41700;2006W134;491
2174;1100;41700;2006W135;450
2175;1100;41700;2006W136;458
2176;1100;41700;2006W137;498
2177;1100;41700;2006W138;448
2178;1100;41700;2006W139;459
2179;1100;41700;2006W140;471
2180;1100;41700;2006W141;469
2181;1100;41700;2006W142;459
2182;1100;41700;2006W143;486
2183;1100;41700;2006W144;458
2184;1100;41700;2006W145;466
2185;1100;41700;2006W146;488
2186;1100;41700;2006W147;516
2187;1100;41700;2006W148;486
2188;1100;41700;2006W149;477
2189;1100;41700;2006W150;511
2190;1100;41700;2006W151;504
2191;1100;41700;2006W152;462
2193;1100;41700;2007W101;496
2194;1100;41700;2007W102;482
2195;1100;41700;2007W103;487
2196;1100;41700;2007W104;496
2197;1100;41700;2007W105;471
2198;1100;41700;2007W106;475
2199;1100;41700;2007W107;481
2200;1100;41700;2007W108;458
2201;1100;41700;2007W109;465
2202;1100;41700;2007W110;457
2203;1100;41700;2007W111;475
2204;1100;41700;2007W112;453
2205;1100;41700;2007W113;462
2206;1100;41700;2007W114;468
2207;1100;41700;2007W115;455
2208;1100;41700;2007W116;469
2209;1100;41700;2007W117;477
2210;1100;41700;2007W118;462
2211;1100;41700;2007W119;411
2212;1100;41700;2007W120;465
2213;1100;41700;2007W121;476
2214;1100;41700;2007W122;470
2215;1100;41700;2007W123;456
2216;1100;41700;2007W124;441
2217;1100;41700;2007W125;456
2218;1100;41700;2007W126;464
2219;1100;41700;2007W127;446
2220;1100;41700;2007W128;436
2221;1100;41700;2007W129;425
2222;1100;41700;2007W130;477
2223;1100;41700;2007W131;429
2224;1100;41700;2007W132;461
2225;1100;41700;2007W133;447
2226;1100;41700;2007W134;484
2227;1100;41700;2007W135;460
2228;1100;41700;2007W136;480
2229;1100;41700;2007W137;451
2230;1100;41700;2007W138;455
2231;1100;41700;2007W139;451
2232;1100;41700;2007W140;437
2233;1100;41700;2007W141;466
2234;1100;41700;2007W142;462
2235;1100;41700;2007W143;466
2236;1100;41700;2007W144;470
2237;1100;41700;2007W145;497
2238;1100;41700;2007W146;516
2239;1100;41700;2007W147;483
2240;1100;41700;2007W148;501
2241;1100;41700;2007W149;503
2242;1100;41700;2007W150;491
2243;1100;41700;2007W151;534
2244;1100;41700;2007W152;522
2245;1100;41700;2007W153;69
2247;1100;41700;2008W101;402
2248;1100;41700;2008W102;523
2249;1100;41700;2008W103;493
2250;1100;41700;2008W104;524
2251;1100;41700;2008W105;477
2252;1100;41700;2008W106;475
2253;1100;41700;2008W107;476
2254;1100;41700;2008W108;494
2255;1100;41700;2008W109;462
2256;1100;41700;2008W110;498
2257;1100;41700;2008W111;499
2258;1100;41700;2008W112;478
2259;1100;41700;2008W113;458
2260;1100;41700;2008W114;473
2261;1100;41700;2008W115;446
2262;1100;41700;2008W116;472
2263;1100;41700;2008W117;455
2264;1100;41700;2008W118;468
2265;1100;41700;2008W119;493
2266;1100;41700;2008W120;447
2267;1100;41700;2008W121;464
2268;1100;41700;2008W122;457
2269;1100;41700;2008W123;455
2270;1100;41700;2008W124;468
2271;1100;41700;2008W125;463
2272;1100;41700;2008W126;484
2273;1100;41700;2008W127;429
2274;1100;41700;2008W128;428
2275;1100;41700;2008W129;485
2276;1100;41700;2008W130;431
2277;1100;41700;2008W131;487
2278;1100;41700;2008W132;490
2279;1100;41700;2008W133;472
2280;1100;41700;2008W134;498
2281;1100;41700;2008W135;396
2282;1100;41700;2008W136;421
2283;1100;41700;2008W137;465
2284;1100;41700;2008W138;483
2285;1100;41700;2008W139;452
2286;1100;41700;2008W140;465
2287;1100;41700;2008W141;471
2288;1100;41700;2008W142;495
2289;1100;41700;2008W143;469
2290;1100;41700;2008W144;475
2291;1100;41700;2008W145;470
2292;1100;41700;2008W146;477
2293;1100;41700;2008W147;491
2294;1100;41700;2008W148;541
2295;1100;41700;2008W149;462
2296;1100;41700;2008W150;498
2297;1100;41700;2008W151;508
2298;1100;41700;2008W152;505
2299;1100;41700;2008W153;234
2301;1100;41700;2009W101;280
2302;1100;41700;2009W102;516
2303;1100;41700;2009W103;533
2304;1100;41700;2009W104;484
2305;1100;41700;2009W105;516
2306;1100;41700;2009W106;487
2307;1100;41700;2009W107;448
2308;1100;41700;2009W108;476
2309;1100;41700;2009W109;459
2310;1100;41700;2009W110;428
2311;1100;41700;2009W111;469
2312;1100;41700;2009W112;486
2313;1100;41700;2009W113;475
2314;1100;41700;2009W114;485
2315;1100;41700;2009W115;439
2316;1100;41700;2009W116;483
2317;1100;41700;2009W117;422
2318;1100;41700;2009W118;424
2319;1100;41700;2009W119;447
2320;1100;41700;2009W120;438
2321;1100;41700;2009W121;432
2322;1100;41700;2009W122;454
2323;1100;41700;2009W123;442
2324;1100;41700;2009W124;443
2325;1100;41700;2009W125;476
2326;1100;41700;2009W126;459
2327;1100;41700;2009W127;472
2328;1100;41700;2009W128;470
2329;1100;41700;2009W129;496
2330;1100;41700;2009W130;461
2331;1100;41700;2009W131;466
2332;1100;41700;2009W132;444
2333;1100;41700;2009W133;455
2334;1100;41700;2009W134;445
2335;1100;41700;2009W135;483
2336;1100;41700;2009W136;454
2337;1100;41700;2009W137;440
2338;1100;41700;2009W138;472
2339;1100;41700;2009W139;468
2340;1100;41700;2009W140;477
2341;1100;41700;2009W141;480
2342;1100;41700;2009W142;477
2343;1100;41700;2009W143;496
2344;1100;41700;2009W144;470
2345;1100;41700;2009W145;499
2346;1100;41700;2009W146;484
2347;1100;41700;2009W147;463
2348;1100;41700;2009W148;468
2349;1100;41700;2009W149;513
2350;1100;41700;2009W150;457
2351;1100;41700;2009W151;511
2352;1100;41700;2009W152;480
2353;1100;41700;2009W153;272
2356;1100;41700;2010W101;441
2357;1100;41700;2010W102;466
2358;1100;41700;2010W103;481
2359;1100;41700;2010W104;493
2360;1100;41700;2010W105;490
2361;1100;41700;2010W106;467
2362;1100;41700;2010W107;484
2363;1100;41700;2010W108;484
2364;1100;41700;2010W109;473
2365;1100;41700;2010W110;483
2366;1100;41700;2010W111;457
2367;1100;41700;2010W112;456
2368;1100;41700;2010W113;440
2369;1100;41700;2010W114;428
2370;1100;41700;2010W115;446
2371;1100;41700;2010W116;478
2372;1100;41700;2010W117;450
2373;1100;41700;2010W118;452
2374;1100;41700;2010W119;536
2375;1100;41700;2010W120;454
2376;1100;41700;2010W121;466
2377;1100;41700;2010W122;460
2378;1100;41700;2010W123;444
2379;1100;41700;2010W124;451
2380;1100;41700;2010W125;469
2381;1100;41700;2010W126;452
2382;1100;41700;2010W127;486
2383;1100;41700;2010W128;433
2384;1100;41700;2010W129;428
2385;1100;41700;2010W130;436
2386;1100;41700;2010W131;440
2387;1100;41700;2010W132;442
2388;1100;41700;2010W133;491
2389;1100;41700;2010W134;400
2390;1100;41700;2010W135;433
2391;1100;41700;2010W136;456
2392;1100;41700;2010W137;472
2393;1100;41700;2010W138;478
2394;1100;41700;2010W139;487
2395;1100;41700;2010W140;477
2396;1100;41700;2010W141;494
2397;1100;41700;2010W142;494
2398;1100;41700;2010W143;465
2399;1100;41700;2010W144;523
2400;1100;41700;2010W145;466
2401;1100;41700;2010W146;446
2402;1100;41700;2010W147;466
2403;1100;41700;2010W148;474
2404;1100;41700;2010W149;518
2405;1100;41700;2010W150;476
2406;1100;41700;2010W151;498
2407;1100;41700;2010W152;357
2410;1100;41700;2011W101;472
2411;1100;41700;2011W102;478
2412;1100;41700;2011W103;443
2413;1100;41700;2011W104;465
2414;1100;41700;2011W105;435
2415;1100;41700;2011W106;450
2416;1100;41700;2011W107;448
2417;1100;41700;2011W108;454
2418;1100;41700;2011W109;453
2419;1100;41700;2011W110;447
2420;1100;41700;2011W111;431
2421;1100;41700;2011W112;463
2422;1100;41700;2011W113;467
2423;1100;41700;2011W114;424
2424;1100;41700;2011W115;460
2425;1100;41700;2011W116;419
2426;1100;41700;2011W117;411
2427;1100;41700;2011W118;445
2428;1100;41700;2011W119;460
2429;1100;41700;2011W120;464
2430;1100;41700;2011W121;433
2431;1100;41700;2011W122;424
2432;1100;41700;2011W123;473
2433;1100;41700;2011W124;417
